5000 9996
3927 4082 81
3929 4102 99
3937 4465 45
3945 4417 59
3947 4802 51
3950 3980 17
3958 4352 28
3962 4695 28
3965 4665 60
3965 4914 87
3971 4219 17
3973 4788 36
3978 4607 33
3981 4446 18
3982 4156 4
3985 4873 89
3989 4525 46
3989 4823 33
3993 4309 32
3996 4805 93
3999 4815 84
4007 4155 42
4009 4189 72
4013 4536 49
4016 4043 66
4017 4858 20
4018 4383 54
4023 4910 13
4037 4505 43
4040 4856 40
4048 4376 89
4048 4660 9
4048 4934 39
4051 4173 85
4054 4930 36
4057 4128 86
4059 4648 92
4063 4382 100
4067 4323 4
4079 4139 32
4079 4879 51
4082 4858 33
4087 4622 61
4089 4510 14
4095 4977 54
4107 4231 61
4108 4120 22
4110 4129 6
4114 4214 5
4122 4405 16
4125 4889 81
4140 4821 92
4149 4171 97
4169 4270 16
4172 4691 43
4172 4743 87
4172 4984 14
4178 4601 23
4198 4945 30
4203 4744 47
4207 4437 2
4209 4813 98
4216 4679 58
4220 4656 29
4226 4777 59
4230 4885 56
4233 4676 14
4262 4588 16
4262 4606 25
4272 4675 51
4276 4298 1
4276 4586 39
4282 4567 3
4282 4651 64
4287 4753 14
4296 4323 70
4296 4493 28
4296 4921 78
4305 4379 29
4315 4849 37
4316 4596 77
4322 4355 88
4328 4830 31
4330 4870 82
4332 4535 78
4340 4372 11
4343 4697 24
4348 4938 5
4371 4409 3
4393 4607 8
4400 4845 2
4400 4907 38
4409 4663 67
4422 4700 86
4438 4790 80
4460 4764 11
4462 4496 94
4468 4794 32
4471 4570 100
4472 4633 50
4479 4942 69
4483 4516 35
4486 4718 12
4488 4919 12
4497 4913 39
4499 4575 34
4515 4583 32
4517 4555 80
4530 4954 65
4534 4629 34
4535 4553 82
4538 4615 15
4544 4827 21
4548 4741 74
4550 4978 5
4552 4932 7
4564 4956 76
4587 4602 34
4600 4989 65
4608 4824 41
4623 4844 98
4633 4872 65
4634 4829 46
4641 4738 22
4651 4966 92
4664 4961 83
4672 4959 8
4673 4904 22
4682 4739 75
4742 4997 41
4745 4809 32
4759 4953 87
4815 4883 35
4848 4963 98
4858 4861 95
4868 4981 57
